"distance","AIC","deltaAIC","logLik","M_stat","M_p.value","R2","converge"
1,1460.35265907159,-0.435579788591667,-717.176329535797,6.78641246934848,5.74780971151418e-12,0.106901860305043,TRUE
2,1449.78432759334,10.1327516896611,-711.89216379667,6.38885931183686,8.35638648203023e-11,0.129974242887014,TRUE
3,1451.60520480598,8.31187447701768,-712.802602402992,6.34464441272799,1.1146988716358e-10,0.126050160992635,TRUE
4,1441.5356050802,18.3814742027998,-707.767802540101,5.56229114544122,1.3312779729928e-08,0.147489584961579,TRUE
5,1436.41738581625,23.4996934667472,-705.208692908127,5.56819962142681,1.28692429457803e-08,0.158146385417399,TRUE
6,1414.40887982732,45.5081994556804,-694.204439913661,4.85649844201635,5.97398605405259e-07,0.202202134399436,TRUE
7,1404.54015506263,55.3769242203723,-689.270077531315,4.86596611889148,5.69495151705798e-07,0.221064066752748,TRUE
8,1403.97001949827,55.9470597847267,-688.985009749137,5.6589328171827,7.61585811487645e-09,0.222137490678035,TRUE
9,1386.64823180504,73.2688474779641,-680.324115902519,5.75729195879478,4.27370042487417e-09,0.253929530764823,TRUE
10,1386.14385053788,73.7732287451233,-680.071925268939,6.11524234170073,4.82051688280936e-10,0.25483194977293,TRUE
11,1383.70697707377,76.2101022092304,-678.853488536886,6.38494157431695,8.57314602169609e-11,0.259173749590576,TRUE
12,1374.83883002442,85.0782492585802,-674.419415012211,5.84279815725355,2.56655995864887e-09,0.274723595826502,TRUE
13,1368.88114237303,91.0359369099729,-671.440571186514,5.99339870917234,1.02750091322344e-09,0.284953562466205,TRUE
14,1365.63328404123,94.2837952417724,-669.816642020615,6.28105821078348,1.68138096212323e-10,0.290458655209592,TRUE
15,1359.76206088279,100.155018400214,-666.881030441394,6.41907255579515,6.8553527627571e-11,0.300283883382353,TRUE
16,1354.46568265568,105.451396627326,-664.232841327838,6.54116930615528,3.05198404346446e-11,0.309009679141719,TRUE
17,1353.25938788028,106.657691402725,-663.629693940139,6.48923968376901,4.3135313533012e-11,0.310979073922573,TRUE
18,1348.10899268477,111.80808659823,-661.054496342386,6.55108559875707,2.85601518364899e-11,0.319313529195415,TRUE
19,1344.12379506395,115.793284219053,-659.061897531974,6.71968866457866,9.10566247515254e-12,0.325681013757067,TRUE
20,1341.80210179825,118.114977484752,-657.901050899125,6.84023518281344,3.95316367750068e-12,0.329358241759297,TRUE
21,1337.97388831643,121.943190966575,-655.986944158213,6.93824184691682,1.98504826405843e-12,0.335370169353605,TRUE
22,1335.0609660079,124.8561132751,-654.530483003951,7.08245600102773,7.08108675358312e-13,0.339902246122536,TRUE
23,1332.54518580019,127.371893482807,-653.272592900097,7.24611251124573,2.14451932737462e-13,0.343787201402069,TRUE
24,1330.93506741842,128.982011864579,-652.467533709211,7.39227667458997,7.21678976048737e-14,0.346259495463281,TRUE
25,1329.29346889831,130.623610384691,-651.646734449155,7.48387466129715,3.60813908775344e-14,0.348768862887656,TRUE
26,1328.24751392569,131.669565357317,-651.123756962843,7.54970636176778,2.18120332504675e-14,0.350361818771662,TRUE
27,1327.46382034374,132.453258939257,-650.731910171872,7.85143266460255,2.05655662247242e-15,0.351552359081305,TRUE
28,1326.31569830716,133.60138097584,-650.157849153581,8.08709604113062,3.0552041922193e-16,0.353291892098116,TRUE
29,1325.43843300821,134.478646274789,-649.719216504106,8.16864314034929,1.55938600920685e-16,0.354617353120473,TRUE
30,1325.43165738503,134.485421897971,-649.715828692515,8.34437057259195,3.57970828548302e-17,0.354627577991542,TRUE
31,1324.42184580245,135.495233480551,-649.210922901225,8.43326501437867,1.68076143763468e-17,0.356149326615164,TRUE
32,1324.16921157175,135.747867711255,-649.084605785873,8.58897038802584,4.3876064815309e-18,0.356529377757676,TRUE
33,1323.48722257302,136.429856709979,-648.743611286511,8.70986702499103,1.52115739329497e-18,0.357554015387144,TRUE
34,1322.97690504533,136.940174237675,-648.488452522663,8.87250163323296,3.57603978048286e-19,0.358319476341075,TRUE
35,1322.26832360021,137.648755682791,-648.134161800105,9.03103056146748,8.50312926425907e-20,0.359380552173783,TRUE
36,1321.08435805331,138.832721229687,-647.542179026657,9.10294975677906,4.39555486057419e-20,0.36114890601719,TRUE
37,1320.83490198746,139.082177295545,-647.417450993728,9.26994891320159,9.3117551198751e-21,0.361520758753094,TRUE
38,1320.13913913467,139.777940148331,-647.069569567336,9.35174781199442,4.31055626172993e-21,0.362556558817202,TRUE
39,1318.7130941111,141.203985171898,-646.356547055552,9.46591571605236,1.45500004014608e-21,0.364673391333175,TRUE
40,1318.23474307809,141.682336204913,-646.117371539044,9.55353780917112,6.26706532209874e-22,0.365381610845263,TRUE
41,1317.91224121247,142.004838070536,-645.956120606233,9.62258265988155,3.20993156266941e-22,0.365858566061243,TRUE
42,1317.31147757587,142.605601707134,-645.655738787934,9.68699886154647,1.71221650270009e-22,0.366745927746316,TRUE
43,1315.92695663347,143.99012264953,-644.963478316736,9.78187627741739,6.73450647691618e-23,0.368785401430694,TRUE
44,1314.84957189583,145.067507387174,-644.424785947914,9.73683378582749,1.04997697838462e-22,0.370367117224518,TRUE
45,1313.21364633684,146.703432946161,-643.60682316842,9.73224903489015,1.09840619004254e-22,0.372759950992111,TRUE
46,1311.93039550145,147.986683781547,-642.965197750727,9.68539275352385,1.73934440365115e-22,0.374629473618059,TRUE
47,1310.71990464883,149.197174634167,-642.359952324417,9.70828692054176,1.3898473732195e-22,0.376387009254297,TRUE
48,1310.96661064806,148.950468634938,-642.483305324032,9.66583761175589,2.10580186428362e-22,0.376029282246021,TRUE
49,1310.18819167674,149.728887606257,-642.094095838372,9.65857078463697,2.2606370906243e-22,0.377157183050609,TRUE
50,1309.09971498987,150.817364293131,-641.549857494935,9.71203302627218,1.33969320966597e-22,0.378730341384212,TRUE
